BioProject,#Organism Name,Organism Groups,Strain,BioSample,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
PRJEB48881,Melanargia galathea,Eukaryota;Animals;Insects,,SAMEA7523296,GCA_920104075.1, Chromosome,606.376,37.8532,chromosome 1:OV049855.1; chromosome 2:OV049856.1; chromosome 3:OV049857.1; chromosome 4:OV049858.1; chromosome 5:OV049859.1; chromosome 6:OV049861.1; chromosome 7:OV049862.1; chromosome 8:OV049863.1; chromosome 9:OV049864.1; chromosome 10:OV049865.1; chromosome 11:OV049866.1; chromosome 12:OV049867.1; chromosome 13:OV049868.1; chromosome 14:OV049869.1; chromosome 15:OV049870.1; chromosome 16:OV049871.1; chromosome 17:OV049872.1; chromosome 18:OV049873.1; chromosome 19:OV049874.1; chromosome 20:OV049875.1; chromosome 21:OV049876.1; chromosome 22:OV049877.1; chromosome 23:OV049878.1; chromosome W:OV049879.1; chromosome Z:OV049860.1; mitochondrion MT:OV049880.1,CAKKTA01,54,0,2021-11-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/920/104/075/GCA_920104075.1_ilMelGala2.1,
PRJEB49082,Nemoura dubitans,Eukaryota;Animals;Insects,,SAMEA9065873,GCA_921293005.1, Chromosome,321.017,43.6466,chromosome 1:OV121074.1; chromosome 2:OV121075.1; chromosome 3:OV121076.1; chromosome 4:OV121077.1; chromosome 5:OV121078.1; chromosome X:OV121073.1; mitochondrion MT:OV121079.1,CAKLCQ01,41,0,2021-12-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/921/293/005/GCA_921293005.1_ipNemDubi1.1,
PRJEB49088,Phorcus lineatus,Eukaryota;Animals;Other Animals,,SAMEA7536116,GCA_921293015.1, Chromosome,957.854,35.1455,chromosome 1:OV121081.1; chromosome 2:OV121082.1; chromosome 3:OV121083.1; chromosome 4:OV121084.1; chromosome 5:OV121085.1; chromosome 6:OV121086.1; chromosome 7:OV121087.1; chromosome 8:OV121088.1; chromosome 9:OV121089.1; chromosome 10:OV121090.1; chromosome 11:OV121091.1; chromosome 12:OV121092.1; chromosome 13:OV121093.1; chromosome 14:OV121094.1; chromosome 15:OV121095.1; chromosome 16:OV121096.1; chromosome 17:OV121097.1; chromosome 18:OV121098.1; mitochondrion MT:OV121099.1,CAKLCT01,79,0,2021-12-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/921/293/015/GCA_921293015.1_xgPhoLine1.1,
PRJNA802241,Neodiprion fabricii,Eukaryota;Animals;Insects,iyNeoFabr1,SAMN23497077,GCA_021155785.1, Chromosome,260.422,39.9169,chromosome 1:NC_060239.1/CM037733.1; chromosome 2:NC_060240.1/CM037734.1; chromosome 3:NC_060241.1/CM037735.1; chromosome 4:NC_060242.1/CM037736.1; chromosome 5:NC_060243.1/CM037737.1; chromosome 6:NC_060244.1/CM037738.1; chromosome 7:NC_060245.1/CM037739.1; mitochondrion MT:CM037747.1,JAJNQJ01,72,27410,2021-12-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/155/785/GCA_021155785.1_iyNeoFabr1.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/155/785/GCF_021155785.1_iyNeoFabr1.1
PRJEB49084,Aplocera efformata,Eukaryota;Animals;Insects,,SAMEA8603170,GCA_921293045.1, Chromosome,349.499,37.1602,chromosome 1:OV121039.1; chromosome 2:OV121040.1; chromosome 3:OV121041.1; chromosome 4:OV121042.1; chromosome 5:OV121043.1; chromosome 6:OV121044.1; chromosome 7:OV121045.1; chromosome 8:OV121046.1; chromosome 9:OV121047.1; chromosome 10:OV121048.1; chromosome 11:OV121049.1; chromosome 12:OV121050.1; chromosome 13:OV121051.1; chromosome 14:OV121052.1; chromosome 15:OV121053.1; chromosome 16:OV121054.1; chromosome 17:OV121055.1; chromosome 18:OV121056.1; chromosome 19:OV121057.1; chromosome 20:OV121058.1; chromosome 21:OV121059.1; chromosome 22:OV121060.1; chromosome 23:OV121061.1; chromosome 24:OV121062.1; chromosome 25:OV121063.1; chromosome 26:OV121064.1; chromosome 27:OV121065.1; chromosome 28:OV121066.1; chromosome 29:OV121067.1; chromosome 30:OV121068.1; chromosome W:OV121069.1; chromosome Z:OV121038.1; mitochondrion MT:OV121070.1,CAKLCP01,52,0,2021-12-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/921/293/045/GCA_921293045.1_ilAplEffo1.1,
PRJEB49080,Euplexia lucipara,Eukaryota;Animals;Insects,,SAMEA7701470,GCA_921972225.1, Chromosome,661.826,36.8651,chromosome 1:OV179143.1; chromosome 2:OV179144.1; chromosome 3:OV179145.1; chromosome 4:OV179146.1; chromosome 5:OV179147.1; chromosome 6:OV179148.1; chromosome 7:OV179149.1; chromosome 8:OV179150.1; chromosome 9:OV179151.1; chromosome 10:OV179152.1; chromosome 11:OV179153.1; chromosome 12:OV179154.1; chromosome 13:OV179155.1; chromosome 14:OV179156.1; chromosome 15:OV179157.1; chromosome 16:OV179158.1; chromosome 17:OV179159.1; chromosome 18:OV179160.1; chromosome 19:OV179161.1; chromosome 20:OV179162.1; chromosome 21:OV179163.1; chromosome 22:OV179164.1; chromosome 23:OV179165.1; chromosome 24:OV179166.1; chromosome 25:OV179167.1; chromosome 26:OV179168.1; chromosome 27:OV179169.1; chromosome 28:OV179170.1; chromosome 29:OV179171.1; chromosome 30:OV179172.1; chromosome Z:OV179142.1; mitochondrion MT:OV179173.1,CAKLHH01,72,0,2021-12-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/921/972/225/GCA_921972225.1_ilEupLuci1.1,
PRJEB49373,Sicus ferrugineus,Eukaryota;Animals;Insects,,SAMEA7520692,GCA_922984085.1, Chromosome,311.933,40.5742,chromosome 1:OV277348.1; chromosome 2:OV277349.1; chromosome 3:OV277350.1; chromosome 4:OV277352.1; chromosome 5:OV277354.1; chromosome X:OV277351.1; chromosome Y:OV277353.1; mitochondrion MT:OV277355.1,CAKLPJ01,30,0,2021-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/922/984/085/GCA_922984085.1_idSicFerr1.1,
PRJEB49378,Agonopterix subpropinquella,Eukaryota;Animals;Insects,,SAMEA7746629,GCA_922987775.1, Chromosome,667.906,38.043,chromosome 1:OV277694.1; chromosome 2:OV277695.1; chromosome 3:OV277696.1; chromosome 4:OV277697.1; chromosome 5:OV277698.1; chromosome 6:OV277699.1; chromosome 7:OV277700.1; chromosome 8:OV277701.1; chromosome 9:OV277702.1; chromosome 10:OV277703.1; chromosome 11:OV277704.1; chromosome 12:OV277705.1; chromosome 13:OV277706.1; chromosome 14:OV277707.1; chromosome 15:OV277708.1; chromosome 16:OV277709.1; chromosome 17:OV277710.1; chromosome 18:OV277711.1; chromosome 19:OV277712.1; chromosome 20:OV277713.1; chromosome 21:OV277714.1; chromosome 22:OV277715.1; chromosome 23:OV277716.1; chromosome 24:OV277717.1; chromosome 25:OV277718.1; chromosome 26:OV277719.1; chromosome 27:OV277720.1; chromosome Z:OV277693.1; mitochondrion MT:OV277721.1,CAKLPO01,32,0,2021-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/922/987/775/GCA_922987775.1_ilAgoSubp1.1,
PRJEB49376,Gari tellinella,Eukaryota;Animals;Other Animals,,SAMEA8724799,GCA_922989275.1, Chromosome,1597.63,36.4462,chromosome 1:OV277856.1; chromosome 2:OV277857.1; chromosome 3:OV277858.1; chromosome 4:OV277859.1; chromosome 5:OV277860.1; chromosome 6:OV277861.1; chromosome 7:OV277862.1; chromosome 8:OV277863.1; chromosome 9:OV277864.1; chromosome 10:OV277865.1; chromosome 11:OV277866.1; chromosome 12:OV277867.1; chromosome 13:OV277868.1; chromosome 14:OV277869.1; chromosome 15:OV277870.1; chromosome 16:OV277871.1; chromosome 17:OV277872.1; chromosome 18:OV277873.1; chromosome 19:OV277874.1; mitochondrion MT:OV277875.1,CAKLPP01,82,0,2021-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/922/989/275/GCA_922989275.1_xbGarTell2.1,
PRJEB49394,Erebia aethiops,Eukaryota;Animals;Insects,,SAMEA7523289,GCA_923060345.1, Chromosome,473.469,37.2422,chromosome 1:OV281080.1; chromosome 2:OV281081.1; chromosome 3:OV281082.1; chromosome 4:OV281083.1; chromosome 5:OV281084.1; chromosome 6:OV281085.1; chromosome 7:OV281086.1; chromosome 8:OV281087.1; chromosome 9:OV281088.1; chromosome 10:OV281089.1; chromosome 11:OV281090.1; chromosome 12:OV281091.1; chromosome 13:OV281092.1; chromosome 14:OV281093.1; chromosome 15:OV281094.1; chromosome 16:OV281095.1; chromosome 17:OV281096.1; chromosome 18:OV281097.1; chromosome W:OV281098.1; chromosome Z:OV281079.1; mitochondrion MT:OV281099.1,CAKLPR01,54,0,2021-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/923/060/345/GCA_923060345.1_ilEreAeth2.1,
PRJEB49393,Marasmarcha lunaedactyla,Eukaryota;Animals;Insects,,SAMEA7701293,GCA_923062675.1, Chromosome,771.1,37.0259,chromosome 1:OV281340.1; chromosome 2:OV281341.1; chromosome 3:OV281342.1; chromosome 4:OV281343.1; chromosome 5:OV281344.1; chromosome 6:OV281345.1; chromosome 7:OV281346.1; chromosome 8:OV281347.1; chromosome 9:OV281348.1; chromosome 10:OV281349.1; chromosome 11:OV281350.1; chromosome 12:OV281351.1; chromosome 13:OV281352.1; chromosome 14:OV281353.1; chromosome 15:OV281354.1; chromosome 16:OV281355.1; chromosome 17:OV281356.1; chromosome 18:OV281357.1; chromosome 19:OV281358.1; chromosome 20:OV281359.1; chromosome 21:OV281360.1; chromosome 22:OV281361.1; chromosome 23:OV281362.1; chromosome 24:OV281363.1; chromosome 25:OV281364.1; chromosome 26:OV281365.1; chromosome 27:OV281366.1; chromosome 28:OV281367.1; chromosome 29:OV281369.1; chromosome W:OV281368.1; chromosome Z:OV281339.1; mitochondrion MT:OV281370.1,CAKLPU01,44,0,2021-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/923/062/675/GCA_923062675.1_ilMarLuna1.1,
PRJEB49397,Acleris sparsana,Eukaryota;Animals;Insects,,SAMEA8603209,GCA_923062465.1, Chromosome,589.546,37.7272,chromosome 1:OV281286.1; chromosome 2:OV281287.1; chromosome 3:OV281288.1; chromosome 4:OV281289.1; chromosome 5:OV281290.1; chromosome 6:OV281291.1; chromosome 7:OV281292.1; chromosome 8:OV281293.1; chromosome 9:OV281294.1; chromosome 10:OV281295.1; chromosome 11:OV281296.1; chromosome 12:OV281297.1; chromosome 13:OV281298.1; chromosome 14:OV281299.1; chromosome 15:OV281300.1; chromosome 16:OV281301.1; chromosome 17:OV281302.1; chromosome 18:OV281303.1; chromosome 19:OV281304.1; chromosome 20:OV281305.1; chromosome 21:OV281306.1; chromosome 22:OV281307.1; chromosome 23:OV281308.1; chromosome 24:OV281309.1; chromosome 25:OV281310.1; chromosome 26:OV281311.1; chromosome 27:OV281312.1; chromosome 28:OV281313.1; chromosome 29:OV281314.1; chromosome Z:OV281285.1; mitochondrion MT:OV281315.1,CAKLPT01,34,0,2021-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/923/062/465/GCA_923062465.1_ilAclSpar1.1,
PRJNA772266,Schistocerca americana,Eukaryota;Animals;Insects,TAMUIC-IGC-003095,SAMN18214781,GCA_021461395.2, Chromosome,8990.37,42.3072,chromosome 1:CM038234.1; chromosome 2:CM038235.1; chromosome 3:CM038236.1; chromosome 4:CM038237.1; chromosome 5:CM038238.1; chromosome 6:CM038239.1; chromosome 7:CM038240.1; chromosome 8:CM038241.1; chromosome 9:CM038242.1; chromosome 10:CM038243.1; chromosome 11:CM038244.1; chromosome X:CM038245.1; mitochondrion:OM650688.1,JAJNAC01,1751,13,2022-01-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/461/395/GCA_021461395.2_iqSchAmer2.1,
PRJNA772266,Schistocerca piceifrons,Eukaryota;Animals;Insects,TAMUIC-IGC-003096,SAMN18214782,GCA_021461385.2, Chromosome,8742.46,42.2782,chromosome 1:CM038246.1; chromosome 2:CM038247.1; chromosome 3:CM038248.1; chromosome 4:CM038249.1; chromosome 5:CM038250.1; chromosome 6:CM038251.1; chromosome 7:CM038252.1; chromosome 8:CM038253.1; chromosome 9:CM038254.1; chromosome 10:CM038255.1; chromosome 11:CM038256.1; chromosome X:CM038257.1; mitochondrion:OM650689.1,JAJNAD01,2493,13,2022-01-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/461/385/GCA_021461385.2_iqSchPice1.1,
PRJNA768329,Girardinichthys multiradiatus,Eukaryota;Animals;Fishes,DD_20200921_A,SAMN22242658,GCA_021462225.2, Chromosome,1150.02,40.2233,chromosome 1:CM038258.2; chromosome 2:CM038259.2; chromosome 3:CM038260.2; chromosome 4:CM038261.2; chromosome 5:CM038262.2; chromosome 6:CM038263.2; chromosome 7:CM038264.2; chromosome 8:CM038265.2; chromosome 9:CM038266.2; chromosome 10:CM038267.2; chromosome 11:CM038268.2; chromosome 12:CM038269.2; chromosome 13:CM038270.2; chromosome 14:CM038271.2; chromosome 15:CM038272.2; chromosome 17:CM038274.2; chromosome 18:CM038275.2; chromosome 19:CM038276.2; chromosome 20:CM038277.2; chromosome 21:CM038278.2; chromosome 22:CM038279.2; chromosome 23:CM038280.2; chromosome 24:CM038281.2; chromosome X:CM039440.1; chromosome Y:CM039441.1; mitochondrion MT:CM038290.1,JAJATY02,73,0,2022-01-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/462/225/GCA_021462225.2_DD_fGirMul_XY1,
PRJEB49998,Acleris emargana,Eukaryota;Animals;Insects,,SAMEA7746613,GCA_927399475.1, Chromosome,691.448,37.3887,chromosome 1:OV656836.1; chromosome 2:OV656837.1; chromosome 3:OV656838.1; chromosome 4:OV656839.1; chromosome 5:OV656840.1; chromosome 6:OV656841.1; chromosome 7:OV656842.1; chromosome 8:OV656843.1; chromosome 9:OV656844.1; chromosome 10:OV656845.1; chromosome 11:OV656846.1; chromosome 12:OV656847.1; chromosome 13:OV656848.1; chromosome 14:OV656849.1; chromosome 15:OV656850.1; chromosome 16:OV656851.1; chromosome 17:OV656852.1; chromosome 18:OV656853.1; chromosome 19:OV656854.1; chromosome 20:OV656855.1; chromosome 21:OV656856.1; chromosome 22:OV656857.1; chromosome 23:OV656858.1; chromosome 24:OV656859.1; chromosome 25:OV656860.1; chromosome 26:OV656861.1; chromosome 27:OV656862.1; chromosome 28:OV656863.1; chromosome 29:OV656864.1; chromosome Z:OV656835.1; mitochondrion MT:OV656865.1,CAKMJL01,34,0,2022-01-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/927/399/475/GCA_927399475.1_ilAclEmar1.1,
PRJEB50001,Agriphila geniculea,Eukaryota;Animals;Insects,,SAMEA8603192,GCA_927399405.1, Chromosome,545.826,37.2995,chromosome 1:OV656689.1; chromosome 2:OV656691.1; chromosome 3:OV656692.1; chromosome 4:OV656693.1; chromosome 5:OV656694.1; chromosome 6:OV656695.1; chromosome 7:OV656696.1; chromosome 8:OV656697.1; chromosome 9:OV656698.1; chromosome 10:OV656699.1; chromosome 11:OV656700.1; chromosome 12:OV656701.1; chromosome 13:OV656702.1; chromosome 14:OV656703.1; chromosome 15:OV656704.1; chromosome 16:OV656705.1; chromosome 17:OV656706.1; chromosome 18:OV656707.1; chromosome 19:OV656708.1; chromosome 20:OV656709.1; chromosome 21:OV656710.1; chromosome 22:OV656711.1; chromosome 23:OV656712.1; chromosome 24:OV656713.1; chromosome 25:OV656714.1; chromosome 26:OV656715.1; chromosome 27:OV656716.1; chromosome 28:OV656717.1; chromosome 29:OV656718.1; chromosome Z:OV656690.1; mitochondrion MT:OV656719.1,CAKMJH01,33,0,2022-01-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/927/399/405/GCA_927399405.1_ilAgoAren1.1,
PRJEB49992,Luperina testacea,Eukaryota;Animals;Insects,,SAMEA8534287,GCA_927399505.1, Chromosome,601.512,37.9915,chromosome 1:OV656756.1; chromosome 2:OV656757.1; chromosome 3:OV656758.1; chromosome 4:OV656759.1; chromosome 5:OV656760.1; chromosome 6:OV656761.1; chromosome 7:OV656762.1; chromosome 8:OV656763.1; chromosome 9:OV656764.1; chromosome 10:OV656765.1; chromosome 11:OV656766.1; chromosome 12:OV656767.1; chromosome 13:OV656768.1; chromosome 14:OV656769.1; chromosome 15:OV656770.1; chromosome 16:OV656771.1; chromosome 17:OV656772.1; chromosome 18:OV656773.1; chromosome 19:OV656774.1; chromosome 20:OV656775.1; chromosome 21:OV656776.1; chromosome 22:OV656777.1; chromosome 23:OV656778.1; chromosome 24:OV656779.1; chromosome 25:OV656780.1; chromosome 26:OV656781.1; chromosome 27:OV656782.1; chromosome 28:OV656783.1; chromosome 29:OV656784.1; chromosome 30:OV656785.1; chromosome Z:OV656755.1; mitochondrion MT:OV656786.1,CAKMJJ01,35,0,2022-01-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/927/399/505/GCA_927399505.1_ilLupTest1.1,
PRJNA768343,Leuciscus idus,Eukaryota;Animals;Fishes,DD_20210917,SAMN22028852,GCA_021554675.1, Chromosome,1104.05,38.7569,chromosome 1:CM038621.1; chromosome 2:CM038622.1; chromosome 3:CM038623.1; chromosome 4:CM038624.1; chromosome 5:CM038625.1; chromosome 6:CM038626.1; chromosome 7:CM038627.1; chromosome 8:CM038628.1; chromosome 9:CM038629.1; chromosome 10:CM038630.1; chromosome 11:CM038631.1; chromosome 12:CM038632.1; chromosome 13:CM038633.1; chromosome 14:CM038634.1; chromosome 15:CM038635.1; chromosome 16:CM038636.1; chromosome 17:CM038637.1; chromosome 18:CM038638.1; chromosome 19:CM038639.1; chromosome 20:CM038640.1; chromosome 21:CM038641.1; chromosome 22:CM038642.1; chromosome 23:CM038643.1; chromosome 24:CM038644.1; chromosome 25:CM038645.1; mitochondrion MT:CM038646.1,JAJAVR01,72,0,2022-01-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/554/675/GCA_021554675.1_fLeuIdu1.pri.20210917,
PRJEB50000,Macaria notata,Eukaryota;Animals;Insects,,SAMEA7746623,GCA_927399415.1, Chromosome,393.787,36.1997,chromosome 1:OV656725.1; chromosome 2:OV656726.1; chromosome 3:OV656727.1; chromosome 4:OV656728.1; chromosome 5:OV656729.1; chromosome 6:OV656730.1; chromosome 7:OV656731.1; chromosome 8:OV656732.1; chromosome 9:OV656733.1; chromosome 10:OV656734.1; chromosome 11:OV656735.1; chromosome 12:OV656736.1; chromosome 13:OV656737.1; chromosome 14:OV656738.1; chromosome 15:OV656739.1; chromosome 16:OV656740.1; chromosome 17:OV656741.1; chromosome 18:OV656742.1; chromosome 19:OV656743.1; chromosome 20:OV656744.1; chromosome 21:OV656745.1; chromosome 22:OV656746.1; chromosome 23:OV656747.1; chromosome 24:OV656748.1; chromosome 25:OV656749.1; chromosome 26:OV656750.1; chromosome 27:OV656751.1; chromosome 28:OV656752.1; chromosome Z:OV656724.1; mitochondrion MT:OV656753.1,CAKMJI01,32,0,2022-01-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/927/399/415/GCA_927399415.1_ilMacNota1.1,
PRJEB49993,Calamotropha paludella,Eukaryota;Animals;Insects,,SAMEA7746625,GCA_927399485.1, Chromosome,742.482,34.4604,chromosome 1:OV656804.1; chromosome 2:OV656805.1; chromosome 3:OV656806.1; chromosome 4:OV656807.1; chromosome 5:OV656808.1; chromosome 6:OV656809.1; chromosome 7:OV656810.1; chromosome 8:OV656811.1; chromosome 9:OV656812.1; chromosome 10:OV656813.1; chromosome 11:OV656814.1; chromosome 12:OV656815.1; chromosome 13:OV656816.1; chromosome 14:OV656817.1; chromosome 15:OV656818.1; chromosome 16:OV656819.1; chromosome 17:OV656820.1; chromosome 18:OV656821.1; chromosome 19:OV656822.1; chromosome 20:OV656823.1; chromosome 21:OV656824.1; chromosome 22:OV656825.1; chromosome 23:OV656826.1; chromosome 24:OV656827.1; chromosome 25:OV656828.1; chromosome 26:OV656829.1; chromosome 27:OV656830.1; chromosome 28:OV656831.1; chromosome 29:OV656832.1; chromosome Z:OV656803.1; mitochondrion MT:OV656833.1,CAKMJK01,44,0,2022-01-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/927/399/485/GCA_927399485.1_ilCalPalu1.1,
PRJEB50004,Sarcophaga caerulescens,Eukaryota;Animals;Insects,,SAMEA7746589,GCA_927399465.1, Chromosome,597.324,33.1003,chromosome 1:OV656872.1; chromosome 2:OV656873.1; chromosome 3:OV656866.1; chromosome 4:OV656867.1; chromosome 5:OV656868.1; chromosome X:OV656869.1; chromosome Y:OV656870.1; mitochondrion MT:OV656871.1,CAKMJM01,139,0,2022-01-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/927/399/465/GCA_927399465.1_idSarCaer1.1,
PRJEB50444,Volucella inflata,Eukaryota;Animals;Insects,,SAMEA7701275,GCA_928272305.1, Chromosome,753.48,38.7748,chromosome 1:OV743716.1; chromosome 2:OV743717.1; chromosome 3:OV743718.1; chromosome 4:OV743719.1; chromosome 5:OV743720.1; chromosome X:OV743721.1; mitochondrion MT:OV743722.1,CAKMRS01,14,0,2022-01-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/928/272/305/GCA_928272305.1_idVolInfl1.1,
PRJEB50440,Lasiommata megera,Eukaryota;Animals;Insects,,SAMEA7523153,GCA_928268935.1, Chromosome,488.458,37.0923,chromosome 1:OV743308.1; chromosome 2:OV743309.1; chromosome 3:OV743310.1; chromosome 4:OV743311.1; chromosome 5:OV743312.1; chromosome 6:OV743313.1; chromosome 7:OV743314.1; chromosome 8:OV743315.1; chromosome 9:OV743316.1; chromosome 10:OV743317.1; chromosome 11:OV743318.1; chromosome 12:OV743319.1; chromosome 13:OV743320.1; chromosome 14:OV743321.1; chromosome 15:OV743322.1; chromosome 16:OV743323.1; chromosome 17:OV743324.1; chromosome 18:OV743325.1; chromosome 19:OV743326.1; chromosome 20:OV743327.1; chromosome 21:OV743328.1; chromosome 22:OV743329.1; chromosome 23:OV743330.1; chromosome 24:OV743331.1; chromosome 25:OV743332.1; chromosome 26:OV743333.1; chromosome 27:OV743334.1; chromosome 28:OV743335.1; chromosome W:OV743336.1; chromosome Z:OV743307.1; mitochondrion MT:OV743337.1,CAKMRP01,44,0,2022-01-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/928/268/935/GCA_928268935.1_ilLasMege1.1,
PRJEB50442,Agriphila tristella,Eukaryota;Animals;Insects,,SAMEA8603174,GCA_928269145.1, Chromosome,801.776,36.8001,chromosome 1:OV743429.1; chromosome 2:OV743431.1; chromosome 3:OV743432.1; chromosome 4:OV743433.1; chromosome 5:OV743434.1; chromosome 6:OV743435.1; chromosome 7:OV743436.1; chromosome 8:OV743437.1; chromosome 9:OV743438.1; chromosome 10:OV743439.1; chromosome 11:OV743440.1; chromosome 12:OV743441.1; chromosome 13:OV743442.1; chromosome 14:OV743443.1; chromosome 15:OV743444.1; chromosome 16:OV743445.1; chromosome 17:OV743446.1; chromosome 18:OV743447.1; chromosome 19:OV743448.1; chromosome 20:OV743449.1; chromosome 21:OV743450.1; chromosome 22:OV743451.1; chromosome Z:OV743430.1; mitochondrion MT:OV743452.1,CAKMRQ01,63,0,2022-01-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/928/269/145/GCA_928269145.1_ilAgrTris1.1,
PRJNA736712,Megaleporinus macrocephalus,Eukaryota;Animals;Fishes,Mm1,SAMN19656772,GCA_021613375.1, Chromosome,1282.03,40.076,chromosome 1:CM038702.1; chromosome 2:CM038703.1; chromosome 3:CM038704.1; chromosome 4:CM038705.1; chromosome 5:CM038706.1; chromosome 6:CM038707.1; chromosome 7:CM038708.1; chromosome 8:CM038709.1; chromosome 9:CM038710.1; chromosome 10:CM038711.1; chromosome 11:CM038712.1; chromosome 12:CM038713.1; chromosome 13:CM038714.1; chromosome 14:CM038715.1; chromosome 15:CM038716.1; chromosome 16:CM038717.1; chromosome 17:CM038718.1; chromosome 18:CM038719.1; chromosome 19:CM038720.1; chromosome 20:CM038721.1; chromosome 21:CM038722.1; chromosome 22:CM038723.1; chromosome 23:CM038724.1; chromosome 24:CM038725.1; chromosome 25:CM038726.1; chromosome 26:CM038727.1; chromosome 27:CM038728.1; mitochondrion MT:CM038758.1,JAJQXZ01,101,0,2022-01-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/613/375/GCA_021613375.1_ASM2161337v1,
PRJNA778266,Haliotis cracherodii,Eukaryota;Animals;Other Animals,W230,SAMN22937412,GCA_022045235.1,Scaffold,1182.25,40.6,mitochondrion MT:CM039063.1,JAJLRC01,81,0,2022-02-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/045/235/GCA_022045235.1_xgHalCrac1.p,
PRJEB50661,Mythimna albipuncta,Eukaryota;Animals;Insects,,SAMEA8603191,GCA_929112965.1, Chromosome,698.566,38.116,chromosome 1:OV815959.1; chromosome 2:OV815960.1; chromosome 3:OV815961.1; chromosome 4:OV815962.1; chromosome 5:OV815963.1; chromosome 6:OV815964.1; chromosome 7:OV815965.1; chromosome 8:OV815966.1; chromosome 9:OV815967.1; chromosome 10:OV815968.1; chromosome 11:OV815969.1; chromosome 12:OV815970.1; chromosome 13:OV815971.1; chromosome 14:OV815972.1; chromosome 15:OV815973.1; chromosome 16:OV815974.1; chromosome 17:OV815975.1; chromosome 18:OV815976.1; chromosome 19:OV815977.1; chromosome 20:OV815978.1; chromosome 21:OV815979.1; chromosome 22:OV815980.1; chromosome 23:OV815981.1; chromosome 24:OV815982.1; chromosome 25:OV815983.1; chromosome 26:OV815984.1; chromosome 27:OV815985.1; chromosome 28:OV815986.1; chromosome 29:OV815987.1; chromosome 30:OV815988.1; chromosome Z:OV815958.1; mitochondrion MT:OV815989.1,CAKMYI01,34,0,2022-02-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/929/112/965/GCA_929112965.1_ilMytAlbi1.1,
